Id,Label,timeset,twitter_type,lat,lng,place_country,place_type,place_fullname,place_name,created_at,lang,possibly_sensitive,quoted_status_permalink,description,email,profile_image,friends_count,followers_count,real_name,location,emoji_alias,emoji_html_decimal,emoji_utf8,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,pageranks,Authority,Hub,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
@ethicalskeptic,@ethicalskeptic,<[2020-09-26T15:49:08.802Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000731,0.001713,0,9,0,0,0,0
@scottadamssays,@scottadamssays,<[2020-09-26T15:49:08.802Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000731,0.001713,0,9,0,0,0,0
@ianbremmer,@ianbremmer,<[2020-09-26T15:49:08.802Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000731,0.001713,0,9,0,0,0,0
@jaketapper,@jaketapper,<[2020-09-26T15:49:08.802Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000731,0.001713,0,9,0,0,0,0
@fundstrat,@fundstrat,<[2020-09-26T15:49:08.802Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000731,0.001713,0,9,0,0,0,0
@jimgeraghty,@jimgeraghty,<[2020-09-26T15:49:08.802Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000731,0.001713,0,9,0,0,0,0
@alistairhaimes,@alistairhaimes,<[2020-09-26T15:49:08.802Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000731,0.001713,0,9,0,0,0,0
@johnfmauldin,@johnfmauldin,,User,,,,,,,Wed Sep 15 14:58:18 CDT 2010,,,,"Multiple best-selling author, pioneering online commentator. ~1 million readers turn to Mauldin for his view on market and history. 8 Kids. Luckily wed to Shane",,http://pbs.twimg.com/profile_images/1753253267/204J-01-172flt_bigger.jpg,353,43059,John Mauldin,"Dorado Beach East, Puerto Rico",,,,1,0,1,1,0,1,0.000731,0.001713,0,9,0,0,0,0
@suissa_wallach,@suissa_wallach,<[2020-09-26T15:50:15.559Z]>,User,,,,,,,Tue Jul 21 23:11:56 CDT 2020,,,,,,http://pbs.twimg.com/profile_images/1307494824879230977/pt-OxSKw_bigger.jpg,37,1,Emily Wallach Suissa,"Rockville, MD",,,,0,3,3,0,3,3,0.000678,0,0.041411,10,3,0.538462,0.619048,0
@robert_hiltz,@robert_hiltz,<[2020-09-26T15:49:09.970Z]>,User,,,,,,,Mon Feb 09 14:58:17 CST 2009,,,,"reader/writer – if you walk away, I'll walk away",,http://pbs.twimg.com/profile_images/1228017012372377600/bfhb0_Ov_bigger.jpg,1409,2309,robert hiltz,"Montréal, Québec",,,,0,3,3,0,3,3,0.000678,0,0.047677,14,2,0.625,0.7,0
@zykun__,@zykun__,<[2020-09-26T15:49:11.118Z]>,User,,,,,,,Thu Jun 22 06:05:30 CDT 2017,,,,Sur le onlyfans de ta petite soeur,,http://pbs.twimg.com/profile_images/1260132233563815936/p5nZTC_U_bigger.jpg,309,58,Zykun_,,,,,0,3,3,0,3,3,0.000678,0,0.047822,14,2,0.625,0.7,0
@kalpana02337574,@kalpana02337574,<[2020-09-26T15:49:11.371Z]>,User,,,,,,,Tue Aug 04 06:27:00 CDT 2020,,,,"Keen observer,deep thinker,passionately curious,budding writer",,http://pbs.twimg.com/profile_images/1306655775205416961/WeKdxEcU_bigger.jpg,300,12,Vivid Imagination freak,,,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@allnutt_eu,@allnutt_eu,<[2020-09-26T15:49:14.978Z]>,User,,,,,,,Mon Mar 02 01:11:14 CST 2009,,,,"Software Engineer, Lib Dem, Europhile. Tweets politics & tech. Opinions are mine, not employer's - especially the political ones. Mastodon: jack@allnutt.net",,http://pbs.twimg.com/profile_images/459768682684485632/I1VHmK0O_bigger.jpeg,846,767,Jack Allnutt,"Manchester, UK, EU (in my ❤️)",,,,0,3,3,0,3,3,0.000678,0,0.047677,14,2,0.625,0.7,0
@icetea14816932,@icetea14816932,<[2020-09-26T15:49:15.154Z]>,User,,,,,,,Thu Aug 13 05:03:05 CDT 2020,,,,A bad bleep,,http://pbs.twimg.com/profile_images/1293850782555607042/yNFEnOZj_bigger.jpg,38,0,icetea,,,,,0,1,1,0,1,1,0.000678,0,0.040849,14,2,0.571429,0.625,0
@themax10096725,@themax10096725,<[2020-09-26T15:49:16.377Z]>,User,,,,,,,Sun May 17 17:51:23 CDT 2020,,,,former game tester,,http://pbs.twimg.com/profile_images/1262153894374682625/izb6nSLf_bigger.jpg,336,10,The Max,Down Under,,,,0,5,5,0,5,5,0.000678,0,0.041128,11,2,0.727273,0.8125,0
@zone_weather,@zone_weather,<[2020-09-26T15:49:16.377Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000794,0.001695,0,11,0,0,0,0
@cpicco,@cpicco,<[2020-09-26T15:49:16.377Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000794,0.001695,0,11,0,0,0,0
@labpadre,@labpadre,<[2020-09-26T15:49:16.377Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000794,0.001695,0,11,0,0,0,0
@nickclaridge,@nickclaridge,<[2020-09-26T15:49:16.377Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000794,0.001695,0,11,0,0,0,0
@lrstiiiiiii,@lrstiiiiiii,<[2020-09-26T15:49:17.579Z]>,User,,,,,,,Wed May 09 13:22:02 CDT 2018,,,,,,http://pbs.twimg.com/profile_images/1242698931970007040/OIPvFw33_bigger.jpg,111,121,hah?,,,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@luciee,@luciee,"<[2020-09-26T15:49:26.660Z, 2020-09-26T15:50:56.717Z, 2020-09-26T15:54:22.021Z]>",User,,,,,,,Wed Mar 25 20:43:00 CDT 2009,,,,"absent justice, what are kingdoms but bands of robbers 🌾 legislative staffer for @RepRaskin, @wellesley alum 念念不忘,必有回响,有一口气,点一盏灯,有灯就有人 |",,http://pbs.twimg.com/profile_images/833407173447270400/zu_vUsBz_bigger.jpg,712,114,lucie,DC | Boston| Maryland,,,,0,4,4,0,9,9,0.000678,0,0.041198,12,2,0.7,0.785714,0
@chatterbonezz,@chatterbonezz,<[2020-09-26T15:49:29.236Z]>,User,,,,,,,Mon Aug 17 10:11:22 CDT 2020,,,,Living in between realities ⛓,,http://pbs.twimg.com/profile_images/1295377927924842496/sVD6qP7x_bigger.jpg,10,2,Justin Blanco,,,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@m3lon1e,@m3lon1e,<[2020-09-26T15:49:31.193Z]>,User,,,,,,,Thu Feb 06 18:30:49 CST 2020,,,,,,http://pbs.twimg.com/profile_images/1297506495219871745/5WBmONNu_bigger.jpg,209,5,Melonie Dawn Boring ~,,,,,0,3,3,0,3,3,0.000678,0,0.042303,4,2,0.625,0.7,0
@andystansel,@andystansel,<[2020-09-26T15:49:33.644Z]>,User,,,,,,,Sat Sep 12 23:13:29 CDT 2009,,,,"3Mer, consumer marketer, husband, father. Not in that order.",,http://pbs.twimg.com/profile_images/976587004484857857/3-eZbCRp_bigger.jpg,114,63,Andy Stansel,,,,,0,2,2,0,2,2,0.000678,0,0.000289,10,3,0.428571,0.5,0
@lillylekha123,@lillylekha123,<[2020-09-26T15:49:38.471Z]>,User,,,,,,,Tue May 17 03:21:58 CDT 2011,,,,,,http://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,103,3,chandra lekha.M.R,,,,,0,1,1,0,1,1,0.000678,0,0.040849,14,2,0.571429,0.625,0
@phil8656,@phil8656,"<[2020-09-26T15:49:41.182Z, 2020-09-26T15:51:42.779Z, 2020-09-26T15:53:16.066Z]>",User,,,,,,,Fri Aug 08 22:35:12 CDT 2008,,,,A worldly wanderer wondering why,,http://pbs.twimg.com/profile_images/1265293334/moo_and_me_bigger.jpg,17,5,phil8656,"OK, US.",,,,0,5,5,0,7,7,0.000678,0,0.041269,45,2,0.727273,0.8125,0
@realinwords_,@realinwords_,<[2020-09-26T15:49:41.182Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000794,0.001701,0,45,0,0,0,0
@engineers_feed,@engineers_feed,<[2020-09-26T15:49:41.182Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000794,0.001701,0,45,0,0,0,0
@stock_croc,@stock_croc,<[2020-09-26T15:49:44.422Z]>,User,,,,,,,Wed Aug 26 11:50:31 CDT 2020,,,,,,http://pbs.twimg.com/profile_images/1308137609747628034/L5MvAJR3_bigger.jpg,24,4,Stock croc,,,,,0,3,3,0,3,3,0.000678,0,0.042446,4,2,0.666667,0.75,0
@globallithium,@globallithium,<[2020-09-26T15:49:44.422Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000871,0.00175,0,4,0,0,0,0
@andrewcmcgowan,@andrewcmcgowan,<[2020-09-26T15:49:44.442Z]>,User,,,,,,,Tue May 12 08:54:00 CDT 2009,,,,writer/director making pictures + whatever this is. /,,http://pbs.twimg.com/profile_images/1050916769278423046/U4dwvurk_bigger.jpg,4997,1090,Andrew Christian,All Around in the Dark,,,,0,3,3,0,3,3,0.000678,0,0.047677,14,2,0.625,0.7,0
@liveanddieonma1,@liveanddieonma1,"<[2020-09-26T15:49:50.528Z, 2020-09-26T15:55:23.162Z]>",User,,,,,,,Fri Jun 05 18:55:03 CDT 2020,,,,I love spacex and Tesla. Go elon!!!! Electric cars and reusable rockets are the future. Waiting to buy my first 🎟 to #MARS #Spacepeople #HumanityisAwesome,,http://pbs.twimg.com/profile_images/1269055901572280320/bNc0OX-T_bigger.jpg,115,85,LiveAndDieOnMars,,,,,1,3,4,1,3,4,0.000948,0.00175,0.042446,4,2,0.666667,0.75,0
@ecoheliguy,@ecoheliguy,"<[2020-09-26T15:49:50.528Z, 2020-09-26T15:55:23.162Z]>",User,,,,,,,Sun Jun 12 17:08:59 CDT 2011,,,,"The difference between being Critical, and Critical Thinking is that only one has any Relevance down the road at a later date.",,http://pbs.twimg.com/profile_images/1020898447920992256/7KIU_Bzb_bigger.jpg,343,2323,Walter MacVane,Vancouver Island BC CANADA,,,,1,3,4,1,3,4,0.000948,0.00175,0.042446,4,2,0.666667,0.75,0
@keshavbhatia9,@keshavbhatia9,<[2020-09-26T15:49:50.787Z]>,User,,,,,,,Fri Oct 11 23:23:42 CDT 2013,,,,,,http://pbs.twimg.com/profile_images/1295628422798929920/fIimeo63_bigger.jpg,72,28,"Keshav Bhatia ",,,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@jackbetrader,@jackbetrader,<[2020-09-26T15:49:52.707Z]>,User,,,,,,,Wed Mar 05 23:01:32 CST 2014,,,,,,http://pbs.twimg.com/profile_images/1239250154483601409/4VNf57kf_bigger.jpg,410,238,Jack Be Trader,"Halifax, Nova Scotia",,,,0,2,2,0,2,2,0.000678,0,0.041058,13,2,0.625,0.7,0
@bryanlane99,@bryanlane99,"<[2020-09-26T15:49:52.707Z, 2020-09-26T15:51:03.784Z, 2020-09-26T15:52:16.909Z]>",User,,,,,,,,,,,,,,,,,,,,,3,0,3,3,0,3,0.001546,0.005077,0,13,0,0,0,0
@aflyingllamaa,@aflyingllamaa,<[2020-09-26T15:49:55.985Z]>,User,,,,,,,Mon Jun 22 09:05:33 CDT 2020,,,,"Twitch Streamer 
Call of Duty/FPS Legend
Tattoo collector 
PC/PS4
#RAZEREBELLION",,http://pbs.twimg.com/profile_images/1301525642396172295/AMqRbTQE_bigger.jpg,109,72,aFlyingLlamaa,,,,,0,1,1,0,1,1,0.000678,0,0.040849,14,2,0.571429,0.625,0
@prossperr,@prossperr,<[2020-09-26T15:49:59.241Z]>,User,,,,,,,Wed Mar 25 17:29:09 CDT 2015,,,,Emotional tribrid.,,http://pbs.twimg.com/profile_images/1299673011059150848/JeoSzZQh_bigger.jpg,669,696,wokeuplikethis*,I Dey my dey.,,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@teslap3d,@teslap3d,"<[2020-09-26T15:50:01.300Z, 2020-09-26T15:54:40.225Z]>",User,,,,,,,Sun Jul 28 08:46:28 CDT 2019,,,,Tesla M3 performance😈Vw crafter & Mercedes E klasse😎 Cybertruck Tri Motor reservation🤩other toys too Use a Tesla referral code for Free superscharging👇🏻⚡️,,http://pbs.twimg.com/profile_images/1300900599094018049/g2IUNWYY_bigger.jpg,1062,787,Tesla_Mercedes,"Merelbeke, België",,,,1,2,3,1,2,3,0.000871,0.001692,0.040988,40,2,0.625,0.7,0
@teslatruckclub,@teslatruckclub,"<[2020-09-26T15:50:01.300Z, 2020-09-26T15:54:40.225Z]>",User,,,,,,,,,,,,,,,,,,,,,2,0,2,2,0,2,0.001242,0.003382,0,40,0,0,0,0
@leedom_tyler,@leedom_tyler,"<[2020-09-26T15:50:01.785Z, 2020-09-26T15:50:39.911Z]>",User,,,,,,,Tue Jun 07 13:40:34 CDT 2016,,,,"Physician anesthesiologist, husband, father, meditator, philosophy, TESLA, rockets, space travel. Enjoy thinking for myself.",,http://pbs.twimg.com/profile_images/998996133845188609/Ou0_kFF2_bigger.jpg,125,24,Tyler,,,,,0,3,3,0,6,6,0.000678,0,0.043101,4,2,0.666667,0.75,0
@_sky13r_,@_sky13r_,<[2020-09-26T15:50:03.257Z]>,User,,,,,,,Fri May 04 17:37:40 CDT 2012,,,,He who says he can and he who says he cant are both usually right. sc: skyler0802 insta: smurray02,,http://pbs.twimg.com/profile_images/1264346519408218112/0sdFKOZn_bigger.jpg,311,315,$kyler M.,"Littleton, CO",,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@adoptmeexportj1,@adoptmeexportj1,<[2020-09-26T15:50:03.395Z]>,User,,,,,,,Sat Mar 21 02:54:29 CDT 2020,,,,~-𝘿𝙈𝙎 𝙞𝙨 𝙖𝙡𝙬𝙖𝙮 𝙤𝙥𝙚𝙣-~𝙨𝙘𝙧𝙞𝙥𝙩𝙚𝙧/𝙙𝙚𝙫~- discord EzBucksDev #4712~-𝙛𝙚𝙚𝙡 𝙛𝙧𝙚𝙚 𝙩𝙤 𝘿𝙈𝙎 𝙢𝙚~-,,http://pbs.twimg.com/profile_images/1307350860284919809/RklYTNeu_bigger.jpg,170,12,Glitchy Rain,"California, USA",,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@pasta901,@pasta901,<[2020-09-26T15:50:04.983Z]>,User,,,,,,,Fri Jul 24 02:29:59 CDT 2020,,,,,,http://pbs.twimg.com/profile_images/1287672786664796161/j8MUShkp_bigger.jpg,35,0,BurntPasta901,,,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@evafoxu,@evafoxu,<[2020-09-26T15:50:07.653Z]>,User,,,,,,,Fri Feb 02 10:59:40 CST 2018,,,,English is not my native language 👅Writer 💻 News about Tesla 🚘 SpaceX 🚀Solar energy ☀️Neuralink 🧠Use my referral code https://ts.la/eva14907,,http://pbs.twimg.com/profile_images/1286329595394916361/3LnlKBWT_bigger.jpg,1241,10426,Eva Fox 🦊,In your heart ❤️,,,,1,1,2,1,1,2,0.000967,0.001687,0.040849,14,2,0.571429,0.625,0
@jdmoon555551,@jdmoon555551,<[2020-09-26T15:50:07.745Z]>,User,,,,,,,Mon Sep 09 16:14:01 CDT 2019,,,,,,http://pbs.twimg.com/profile_images/1171170011383304192/Hz_ImwCI_bigger.jpg,19,0,JDMOON55555,,,,,0,1,1,0,1,1,0.000678,0,0.040849,14,2,0.571429,0.625,0
@yasaqueen_,@yasaqueen_,<[2020-09-26T15:50:08.688Z]>,User,,,,,,,Mon Jul 29 22:06:09 CDT 2019,,,,I braveheart,,http://pbs.twimg.com/profile_images/1290521901622857728/uIzwjIKO_bigger.jpg,174,95,tortilla jackson,"Tulsa, OK",,,,0,3,3,0,3,3,0.000678,0,0.047822,14,2,0.625,0.7,0
@crimsonstirfry,@crimsonstirfry,<[2020-09-26T15:50:08.689Z]>,User,,,,,,,Sun May 03 23:22:24 CDT 2020,,,,lover of monky and ape. if you cannot handle monky business then gtfo!! 🦧🦍🐒 happy a good day pal | politics are stinky just have fun,,http://pbs.twimg.com/profile_images/1274258115433836544/jePAsHhZ_bigger.jpg,355,41,Dixon Ticonderoga Test Standard Number 2 Pencil,jungle or mayhaps ur mom house,,,,0,3,3,0,3,3,0.000678,0,0.040988,15,2,0.666667,0.75,0
@queenmelanoma,@queenmelanoma,<[2020-09-26T15:50:08.689Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000871,0.00169,0,15,0,0,0,0
@yoloswagstudios,@yoloswagstudios,<[2020-09-26T15:50:08.689Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000871,0.00169,0,15,0,0,0,0
@mattryangilmore,@mattryangilmore,"<[2020-09-26T15:50:09.124Z, 2020-09-26T15:50:21.587Z]>",User,,,,,,,,,,,,,,,,,,,,,1,0,1,2,0,2,0.00073,0.00174,0,16,0,0,0,0
@stocklizardking,@stocklizardking,"<[2020-09-26T15:50:09.124Z, 2020-09-26T15:50:21.587Z]>",User,,,,,,,,,,,,,,,,,,,,,1,0,1,2,0,2,0.00073,0.00174,0,16,0,0,0,0
@kjetillstjerne,@kjetillstjerne,"<[2020-09-26T15:50:09.124Z, 2020-09-26T15:50:21.587Z]>",User,,,,,,,,,,,,,,,,,,,,,1,0,1,2,0,2,0.00073,0.00174,0,16,0,0,0,0
@johnnyaapl_seed,@johnnyaapl_seed,"<[2020-09-26T15:50:09.124Z, 2020-09-26T15:50:21.587Z]>",User,,,,,,,,,,,,,,,,,,,,,1,0,1,2,0,2,0.00073,0.00174,0,16,0,0,0,0
@mrlorenzodoesdd,@mrlorenzodoesdd,"<[2020-09-26T15:50:09.124Z, 2020-09-26T15:50:21.587Z]>",User,,,,,,,,,,,,,,,,,,,,,1,0,1,2,0,2,0.00073,0.00174,0,16,0,0,0,0
@spaqtothemoon,@spaqtothemoon,"<[2020-09-26T15:50:09.124Z, 2020-09-26T15:50:21.587Z]>",User,,,,,,,,,,,,,,,,,,,,,1,0,1,2,0,2,0.00073,0.00174,0,16,0,0,0,0
@spactrack,@spactrack,"<[2020-09-26T15:50:09.124Z, 2020-09-26T15:50:21.587Z]>",User,,,,,,,,,,,,,,,,,,,,,1,0,1,2,0,2,0.00073,0.00174,0,16,0,0,0,0
@spacguru,@spacguru,"<[2020-09-26T15:50:09.124Z, 2020-09-26T15:50:21.587Z]>",User,,,,,,,,,,,,,,,,,,,,,1,0,1,2,0,2,0.00073,0.00174,0,16,0,0,0,0
@dabeardedtrader,@dabeardedtrader,"<[2020-09-26T15:50:09.124Z, 2020-09-26T15:50:21.587Z]>",User,,,,,,,,,,,,,,,,,,,,,1,0,1,2,0,2,0.00073,0.00174,0,16,0,0,0,0
@hugh_henne,@hugh_henne,"<[2020-09-26T15:50:09.124Z, 2020-09-26T15:50:21.587Z]>",User,,,,,,,,,,,,,,,,,,,,,1,0,1,2,0,2,0.00073,0.00174,0,16,0,0,0,0
@kambigstocks,@kambigstocks,"<[2020-09-26T15:50:09.124Z, 2020-09-26T15:50:21.587Z]>",User,,,,,,,,,,,,,,,,,,,,,1,0,1,2,0,2,0.00073,0.00174,0,16,0,0,0,0
@dipdeity,@dipdeity,"<[2020-09-26T15:50:09.124Z, 2020-09-26T15:50:21.587Z]>",User,,,,,,,,,,,,,,,,,,,,,1,0,1,2,0,2,0.00073,0.00174,0,16,0,0,0,0
@chrisrandone,@chrisrandone,"<[2020-09-26T15:50:09.124Z, 2020-09-26T15:50:21.587Z]>",User,,,,,,,,,,,,,,,,,,,,,1,0,1,2,0,2,0.00073,0.00174,0,16,0,0,0,0
@azzabottv,@azzabottv,"<[2020-09-26T15:50:09.124Z, 2020-09-26T15:50:21.587Z, 2020-09-26T15:53:07.104Z]>",User,,,,,,,Fri Oct 27 08:05:24 CDT 2017,,,,"*SPAC news*
Owner & operator at http://SpacSpy.com
SPAC YouTuber - https://www.youtube.com/channel/UCSTYdm5yV87agjqO5aj71wQ

@reecehaslam Stocktwits!",,http://pbs.twimg.com/profile_images/1277352605627428864/FKhcDY3k_bigger.jpg,37,347,Reece Haslam SPAC Investing,"Blackpool, England",,,,1,2,3,2,2,4,0.00073,0.00174,0.000287,16,3,0.487805,0.525,0
@gfarrher,@gfarrher,<[2020-09-26T15:50:10.036Z]>,User,,,,,,,Sun Jul 17 16:16:24 CDT 2016,,,,,,http://pbs.twimg.com/profile_images/1307115819114139651/XhkGpmVH_bigger.jpg,66,2,Germán Farrher,,,,,0,9,9,0,9,9,0.000678,0,0.041488,22,2,0.8,0.875,0
@neopork85,@neopork85,<[2020-09-26T15:50:10.036Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000742,0.00171,0,22,0,0,0,0
@marcushousegame,@marcushousegame,<[2020-09-26T15:50:10.036Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000742,0.00171,0,22,0,0,0,0
@felixschlang,@felixschlang,<[2020-09-26T15:50:10.036Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000742,0.00171,0,22,0,0,0,0
@erdayastronaut,@erdayastronaut,"<[2020-09-26T15:50:10.036Z, 2020-09-26T15:55:37.842Z]>",User,,,,,,,,,,,,,,,,,,,,,2,0,2,2,0,2,0.000784,0.003537,0,22,0,0,0,0
@nasaspaceflight,@nasaspaceflight,<[2020-09-26T15:50:10.036Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000742,0.00171,0,22,0,0,0,0
@thejackbeyer,@thejackbeyer,<[2020-09-26T15:50:10.036Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000742,0.00171,0,22,0,0,0,0
@elonsworld,@elonsworld,<[2020-09-26T15:50:10.036Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000742,0.00171,0,22,0,0,0,0
@spacetoday1,@spacetoday1,<[2020-09-26T15:50:10.036Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000742,0.00171,0,22,0,0,0,0
@ewan9537,@ewan9537,<[2020-09-26T15:50:10.286Z]>,User,,,,,,,Tue Jan 29 14:45:08 CST 2019,,,,,,http://pbs.twimg.com/profile_images/1101777353661927424/T7oLSm6I_bigger.jpg,102,1,Ewan,He/him,,,,0,3,3,0,3,3,0.000678,0,0.040988,17,2,0.666667,0.75,0
@interludehacker,@interludehacker,<[2020-09-26T15:50:10.286Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000871,0.00169,0,17,0,0,0,0
@justin90409268,@justin90409268,<[2020-09-26T15:50:10.286Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000871,0.00169,0,17,0,0,0,0
@frogmoist,@frogmoist,<[2020-09-26T15:50:14.221Z]>,User,,,,,,,Tue Jun 04 10:55:19 CDT 2019,,,,꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱‏‏͏ ꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱꙱,,http://pbs.twimg.com/profile_images/1292853988409389059/64Wzml6l_bigger.jpg,209,29,Froskur117,Entrepreneur & FootJob Lover,,,,0,3,3,0,3,3,0.000678,0,0.047677,14,2,0.625,0.7,0
@m_d_m_ario,@m_d_m_ario,<[2020-09-26T15:50:15.559Z]>,User,,,,,,,Thu Jun 27 15:43:44 CDT 2013,,,,,,http://pbs.twimg.com/profile_images/1194186447663849472/q3dOtUwr_bigger.jpg,270,12,Señor M,,,,,0,3,3,0,3,3,0.000678,0,0.047822,14,2,0.625,0.7,0
@dacroisfabulous,@dacroisfabulous,<[2020-09-26T15:50:17.267Z]>,User,,,,,,,Sun Aug 18 01:40:57 CDT 2013,,,,"Freelancer artist, animator, cartoonist and comic creator
https://www.twitch.tv/dacro",,http://pbs.twimg.com/profile_images/1163603199254622208/uPM1-Auz_bigger.jpg,139,240,Dacro,"Culver City, CA",,,,0,2,2,0,2,2,0.000678,0,0.002353,22,3,0.5,0.583333,0
@maurovillar_,@maurovillar_,"<[2020-09-26T15:50:18.973Z, 2020-09-26T15:50:30.230Z]>",User,,,,,,,Mon Feb 13 13:11:29 CST 2017,,,,,,http://pbs.twimg.com/profile_images/1239813292572491777/rAy0drmC_bigger.jpg,134,141,Mauro,"Playa Unión, Argentina",,,,0,4,4,0,5,5,0.000678,0,0.088671,14,2,0.625,0.7,0
@keith_salins,@keith_salins,<[2020-09-26T15:50:20.413Z]>,User,,,,,,,Sat Jul 23 06:51:42 CDT 2016,,,,"17👾 | tweets on life, space and technology",,http://pbs.twimg.com/profile_images/1266723264325451776/Rn7xiZxa_bigger.jpg,170,46,Keith,Meta,,,,0,3,3,0,3,3,0.000678,0,0.043101,4,2,0.666667,0.75,0
@404gabo,@404gabo,,User,,,,,,,Tue Mar 20 15:41:27 CDT 2018,,,,"Kim❤️ ¡Oh vosotros los que entráis aquí, abandonad toda esperanza!",,http://pbs.twimg.com/profile_images/1258938132776529921/BIWjTowr_bigger.jpg,177,12,Biel,Honduras,,,,0,1,1,0,1,1,0.000678,0,0.003487,14,3,0.416667,0.5,0
@chrisfoltz,@chrisfoltz,<[2020-09-26T15:50:25.035Z]>,User,,,,,,,Wed May 20 15:24:30 CDT 2009,,,,Vice President of Global Reach at @SensiMag - Award Winning #Communication #Strategist & #Publicist + #PR #Policy #SocialImpact #Speaker & #MediaContributor,,http://pbs.twimg.com/profile_images/1247335790637535232/9m6U1OY-_bigger.jpg,2029,6787,Christopher Foltz,"Las Vegas, NV",,,,0,1,1,0,1,1,0.000678,0,0.040849,14,2,0.571429,0.625,0
@raymondarnold17,@raymondarnold17,<[2020-09-26T15:50:26.416Z]>,User,,,,,,,Sat Nov 10 07:17:55 CST 2012,,,,,,http://pbs.twimg.com/profile_images/1300934328675971072/Q_4xL3uX_bigger.jpg,1020,183,Ray Arnold,,,,,0,1,1,0,1,1,0.000678,0,0.040849,14,2,0.571429,0.625,0
@4everlbc,@4everlbc,<[2020-09-26T15:50:29.162Z]>,User,,,,,,,Wed Nov 25 18:09:05 CST 2009,,,,"Mama, writer, manager, concert tour coordinator.  PROducing concerts in Maryland & Washington DC. LBCconcerts@gmail.com #IDenounceHate  Support #ClassicHipHop",,http://pbs.twimg.com/profile_images/1275473747517100033/b3CGimQF_bigger.jpg,2414,1633,LBC,B-more,,,,0,4,4,0,4,4,0.000678,0,0.041275,35,2,0.666667,0.75,0
